11-06-2023,00:58:01,55.00,26.20,992
11-06-2023,00:59:01,54.00,26.20,993
11-06-2023,01:00:01,55.00,25.80,987
11-06-2023,01:01:01,57.00,25.80,1002
11-06-2023,01:02:01,57.00,26.20,1002
11-06-2023,01:05:01,55.00,26.20,1001
11-06-2023,01:06:01,54.00,26.70,1003
11-06-2023,01:07:01,54.00,26.50,1002
11-06-2023,01:08:01,54.00,26.20,1002
11-06-2023,01:09:01,55.00,26.30,1002
11-06-2023,01:10:01,55.00,26.60,1002
11-06-2023,01:11:01,55.00,26.60,1001
11-06-2023,01:12:01,55.00,26.70,1000
11-06-2023,01:13:02,55.00,26.70,1001
11-06-2023,01:14:02,55.00,26.70,1002
11-06-2023,01:15:02,55.00,26.70,1003
11-06-2023,01:16:02,55.00,26.70,1002
11-06-2023,01:16:18,55.00,26.70,999
11-06-2023,01:16:52,55.00,26.70,1000
11-06-2023,01:18:37,55.00,26.70,1000
11-06-2023,01:18:58,55.00,26.70,997
11-06-2023,01:19:07,55.00,26.70,996
11-06-2023,01:29:06,55.00,26.70,1000
11-06-2023,01:29:40,55.00,26.70,1003
11-06-2023,01:29:46,56.00,26.70,1002
11-06-2023,01:33:51,56.00,26.80,1001
11-06-2023,01:43:50,56.00,27.10,314
11-06-2023,01:53:50,56.00,26.70,314
11-06-2023,02:03:49,56.00,26.70,315
11-06-2023,02:13:49,56.00,26.70,315
11-06-2023,02:23:49,56.00,26.70,315
11-06-2023,02:33:48,56.00,26.70,315
11-06-2023,02:43:48,56.00,26.70,313
11-06-2023,02:53:47,57.00,26.70,314
11-06-2023,03:03:47,57.00,26.70,317
11-06-2023,03:13:47,57.00,26.70,316
11-06-2023,03:23:46,57.00,26.70,314
11-06-2023,03:33:46,57.00,26.70,314
11-06-2023,03:43:46,57.00,26.70,313
11-06-2023,03:53:45,58.00,26.70,314
11-06-2023,04:03:45,58.00,26.70,313
11-06-2023,04:13:44,58.00,26.70,313
11-06-2023,04:23:44,58.00,26.70,315
11-06-2023,04:33:44,58.00,26.70,314
11-06-2023,04:43:43,58.00,26.70,313
11-06-2023,04:53:43,58.00,26.70,312
11-06-2023,05:03:43,58.00,26.70,317
11-06-2023,05:13:42,58.00,26.70,319
11-06-2023,05:23:42,58.00,26.70,320
11-06-2023,05:33:41,59.00,26.70,320
11-06-2023,05:43:41,59.00,26.70,336
11-06-2023,05:53:41,59.00,26.70,330
11-06-2023,06:03:40,59.00,26.70,341
11-06-2023,06:13:40,59.00,26.70,371
11-06-2023,06:23:39,59.00,26.70,393
11-06-2023,06:33:39,59.00,26.70,340
11-06-2023,06:43:39,59.00,26.70,348
11-06-2023,06:53:38,59.00,26.70,401
11-06-2023,07:03:38,59.00,26.70,400
11-06-2023,07:13:38,59.00,26.70,403
11-06-2023,07:23:37,59.00,26.70,416
11-06-2023,07:33:37,59.00,26.70,433
11-06-2023,07:43:36,59.00,26.70,456
11-06-2023,07:53:36,59.00,27.00,526
11-06-2023,08:03:36,59.00,27.10,504
11-06-2023,08:13:35,59.00,27.10,532
11-06-2023,08:23:35,59.00,27.10,532
11-06-2023,08:33:35,59.00,27.10,573
11-06-2023,08:43:34,59.00,27.10,590
11-06-2023,08:53:34,59.00,27.10,608
11-06-2023,09:03:33,59.00,27.10,562
11-06-2023,09:13:33,59.00,27.10,594
11-06-2023,09:23:33,59.00,27.10,635
11-06-2023,09:33:32,59.00,27.10,630
11-06-2023,09:43:32,59.00,27.10,663
11-06-2023,09:53:32,60.00,27.10,607
11-06-2023,10:03:31,60.00,27.10,683
11-06-2023,10:13:31,60.00,27.10,693
11-06-2023,10:23:30,60.00,27.10,684
11-06-2023,10:33:30,60.00,27.10,726
11-06-2023,10:43:30,60.00,27.10,734
11-06-2023,10:53:29,60.00,27.10,737
11-06-2023,11:03:29,60.00,27.10,746
11-06-2023,11:13:29,60.00,27.10,711
11-06-2023,11:23:28,60.00,27.10,801
11-06-2023,11:33:28,60.00,27.10,825
11-06-2023,11:43:27,60.00,27.30,847
11-06-2023,11:53:27,60.00,27.60,854
11-06-2023,12:03:27,60.00,27.60,689
11-06-2023,12:13:26,60.00,27.60,648
11-06-2023,12:23:26,60.00,27.60,757
11-06-2023,12:33:26,60.00,27.60,554
11-06-2023,12:43:25,60.00,27.60,621
11-06-2023,12:53:25,60.00,27.60,943
11-06-2023,13:03:24,60.00,27.60,944
11-06-2023,13:13:24,61.00,27.60,941
11-06-2023,13:23:24,61.00,27.60,942
11-06-2023,13:33:23,61.00,27.60,944
11-06-2023,13:43:23,60.00,28.00,941
11-06-2023,13:53:23,60.00,28.00,948
11-06-2023,14:03:22,60.00,28.00,941
11-06-2023,14:13:22,61.00,28.00,948
11-06-2023,14:23:21,61.00,28.00,952
11-06-2023,14:33:21,61.00,28.00,954
11-06-2023,14:43:21,61.00,28.00,940
11-06-2023,14:53:20,61.00,28.00,939
11-06-2023,15:03:20,61.00,28.00,937
11-06-2023,15:13:20,61.00,28.50,941
11-06-2023,15:23:19,61.00,28.50,942
11-06-2023,15:33:19,61.00,28.50,941
11-06-2023,15:43:18,61.00,28.50,944
11-06-2023,15:53:18,60.00,28.00,941
11-06-2023,16:03:18,59.00,28.00,936
11-06-2023,16:13:17,58.00,27.60,945
11-06-2023,16:23:17,59.00,27.60,942
11-06-2023,16:33:17,59.00,27.60,554
11-06-2023,16:43:16,58.00,27.10,463
11-06-2023,16:53:16,59.00,27.60,1003
11-06-2023,17:03:16,58.00,27.60,1002
11-06-2023,17:13:15,57.00,28.00,1003
11-06-2023,17:23:15,58.00,28.00,1001
11-06-2023,17:33:14,57.00,28.00,1002
11-06-2023,17:43:14,58.00,28.00,1004
11-06-2023,17:53:14,59.00,27.10,1003
11-06-2023,18:03:13,59.00,26.70,1001
11-06-2023,18:13:13,59.00,26.70,1003
11-06-2023,18:23:13,58.00,26.20,1003
11-06-2023,18:33:12,58.00,26.20,1003
11-06-2023,18:43:12,58.00,25.80,1003
